CSGroup,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,SC group,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category (group) 2,Sub-Category (group) 3,Sub-Category (group) 4,Sub-Category (group) 5,Sub-Category (group) 6,Sub-Category (group),Sub-Category
Rest,35.0,Office Supplies,Nashville,United States,Maria Bertelson,20.0,1,2016-12-25,CA-2016-144288,37211.0,Xerox,Xerox 227,4.0,2,South,Paper,10.0,Consumer,2016-12-31,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,7.0,Office Supplies,Miami,United States,Sung Shariari,20.0,1,2016-11-20,CA-2016-163965,33180.0,Other,Crate-A-Files,1.0,2,South,Storage,17.0,Consumer,2016-11-27,Standard Class,Florida,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,-6.0,Office Supplies,Jacksonville,United States,Shahid Hopkins,20.0,1,2015-11-03,CA-2015-165764,28540.0,Acco,Acco Perma 4000 Stacking Storage Drawers,-2.0,2,South,Storage,26.0,Consumer,2015-11-07,Standard Class,North Carolina,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,-1.0,Office Supplies,Columbia,United States,Sean O'Donnell,20.0,1,2018-09-09,CA-2018-147228,38401.0,Fellowes,Fellowes Super Stor/Drawer Files,-3.0,2,South,Storage,258.0,Consumer,2018-09-14,Standard Class,Tennessee,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,13.0,Office Supplies,Jacksonville,United States,Caroline Jumper,20.0,1,2018-05-01,CA-2018-102204,32216.0,Other,Kleencut Forged Office Shears by Acme United Corporation,0.0,2,South,Supplies,3.0,Consumer,2018-05-06,Standard Class,Florida,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
Rest,11.0,Office Supplies,Jacksonville,United States,Nathan Cano,20.0,1,2017-10-14,CA-2017-156503,28540.0,Staple remover,Staple remover,1.0,2,South,Supplies,13.0,Consumer,2017-10-20,Standard Class,North Carolina,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
A&B,10.0,Office Supplies,Fayetteville,United States,Matt Collins,20.0,1,2018-12-03,US-2018-149510,28314.0,Belkin,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,5.0,3,South,"Accessories, Appliances, Art",45.0,Consumer,2018-12-10,Standard Class,North Carolina,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,19.0,Office Supplies,Wilmington,United States,Jack Lebron,20.0,1,2018-04-28,CA-2018-120894,28403.0,Harmony,Harmony HEPA Quiet Air Purifiers,5.0,3,South,"Accessories, Appliances, Art",28.0,Consumer,2018-05-02,Standard Class,North Carolina,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,8.0,Office Supplies,Jacksonville,United States,Emily Phan,20.0,1,2017-12-31,US-2017-165953,32216.0,Newell,Newell 345,4.0,3,South,"Accessories, Appliances, Art",48.0,Consumer,2018-01-06,Standard Class,Florida,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,15.0,Office Supplies,Margate,United States,Sanjit Chand,20.0,1,2015-03-04,CA-2015-117016,33063.0,BIC,"BIC Brite Liner Highlighters, Chisel Tip",2.0,3,South,"Accessories, Appliances, Art",16.0,Consumer,2015-03-09,Standard Class,Florida,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,13.0,Office Supplies,Raleigh,United States,Vivek Sundaresam,20.0,1,2017-01-08,US-2017-137295,27604.0,Newell,Newell 319,6.0,3,South,"Accessories, Appliances, Art",48.0,Consumer,2017-01-13,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,11.0,Office Supplies,Johnson City,United States,Jamie Frazer,20.0,1,2015-11-15,CA-2015-116407,37604.0,Newell,Newell 310,0.0,3,South,"Accessories, Appliances, Art",4.0,Consumer,2015-11-21,Standard Class,Tennessee,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,16.0,Office Supplies,Nashville,United States,Emily Burns,20.0,1,2016-07-09,CA-2016-153626,37211.0,Binney & Smith,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.0,3,South,"Accessories, Appliances, Art",5.0,Consumer,2016-07-14,Standard Class,Tennessee,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,25.0,Office Supplies,Smyrna,United States,Cynthia Arntzen,20.0,1,2017-12-11,US-2017-132857,37167.0,Prang,Prang Drawing Pencil Set,2.0,3,South,"Accessories, Appliances, Art",7.0,Consumer,2017-12-17,Standard Class,Tennessee,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,33.0,Office Supplies,Miami,United States,Philip Brown,20.0,1,2015-12-12,CA-2015-107573,33178.0,Staple envelope,Staple envelope,8.0,3,South,"Binders, Bookcases, Chairs and 3 more",23.0,Consumer,2015-12-17,Standard Class,Florida,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,31.0,Office Supplies,Thomasville,United States,Karl Braun,20.0,1,2017-09-06,CA-2017-133123,27360.0,Other,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",30.0,3,South,"Binders, Bookcases, Chairs and 3 more",96.0,Consumer,2017-09-11,Standard Class,North Carolina,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,36.0,Office Supplies,Johnson City,United States,Brosina Hoffman,20.0,1,2018-01-14,CA-2018-127306,37604.0,Other,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.0,3,South,"Binders, Bookcases, Chairs and 3 more",18.0,Consumer,2018-01-18,Standard Class,Tennessee,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,33.0,Office Supplies,Concord,United States,Beth Paige,20.0,1,2017-07-21,CA-2017-142895,28027.0,Avery,Avery 494,2.0,3,South,Labels,6.0,Consumer,2017-07-26,Standard Class,North Carolina,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,35.0,Office Supplies,Boynton Beach,United States,Ben Wallace,20.0,1,2015-09-30,US-2015-167633,33437.0,Xerox,Xerox 217,5.0,3,South,Paper,16.0,Consumer,2015-10-05,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Hialeah,United States,Patrick O'Brill,20.0,1,2018-10-03,CA-2018-149853,33012.0,Xerox,Xerox 208,5.0,3,South,Paper,16.0,Consumer,2018-10-09,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,34.0,Office Supplies,Hollywood,United States,Karl Braun,20.0,1,2016-07-02,CA-2016-111703,33021.0,Easy-staple paper,Easy-staple paper,4.0,3,South,Paper,12.0,Consumer,2016-07-09,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Hollywood,United States,Karl Braun,20.0,1,2016-07-02,CA-2016-111703,33021.0,Xerox,Xerox 1957,6.0,3,South,Paper,16.0,Consumer,2016-07-09,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,34.0,Office Supplies,North Miami,United States,Dan Campbell,20.0,1,2016-03-19,CA-2016-143532,33161.0,Adams,"Adams Telephone Message Books, 5 1/4” x 11”",5.0,3,South,Paper,14.0,Consumer,2016-03-24,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Pembroke Pines,United States,Nick Radford,20.0,1,2018-06-03,CA-2018-140872,33024.0,Xerox,Xerox 206,5.0,3,South,Paper,16.0,Consumer,2018-06-10,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Pembroke Pines,United States,Shahid Collister,20.0,1,2018-02-03,CA-2018-126354,33024.0,Other,14-7/8 x 11 Blue Bar Computer Printout Paper,40.0,3,South,Paper,115.0,Consumer,2018-02-08,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Jacksonville,United States,Joe Kamberova,20.0,1,2016-11-13,CA-2016-111199,28540.0,Xerox,Xerox 1910,40.0,3,South,Paper,115.0,Consumer,2016-11-17,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,34.0,Office Supplies,Jacksonville,United States,Mark Hamilton,20.0,1,2016-04-06,CA-2016-100888,28540.0,Xerox,Xerox 1884,16.0,3,South,Paper,48.0,Consumer,2016-04-10,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Jacksonville,United States,Nathan Cano,20.0,1,2017-10-14,CA-2017-156503,28540.0,Xerox,Xerox 1944,34.0,3,South,Paper,93.0,Consumer,2017-10-20,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Monroe,United States,Jill Matthias,20.0,1,2017-09-08,CA-2017-155138,28110.0,Other,Petty Cash Envelope,23.0,3,South,Paper,65.0,Consumer,2017-09-12,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Knoxville,United States,Liz Preis,20.0,1,2018-09-05,CA-2018-102736,37918.0,Xerox,Xerox 220,5.0,3,South,Paper,16.0,Consumer,2018-09-09,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,-25.0,Office Supplies,Hendersonville,United States,Darren Koutras,20.0,1,2018-12-23,CA-2018-140627,37075.0,SAFCO,Safco Industrial Wire Shelving System,-55.0,3,South,Storage,218.0,Consumer,2018-12-27,Standard Class,Tennessee,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,7.0,Office Supplies,Jackson,United States,Jack Lebron,20.0,1,2018-12-22,CA-2018-150910,38301.0,Other,Crate-A-Files,2.0,3,South,Storage,26.0,Consumer,2018-12-28,Standard Class,Tennessee,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,-23.0,Office Supplies,Columbia,United States,Sean O'Donnell,20.0,1,2018-09-09,CA-2018-147228,38401.0,Staple remover,Staple remover,-2.0,3,South,Supplies,9.0,Consumer,2018-09-14,Standard Class,Tennessee,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
A&B,6.0,Office Supplies,Coral Springs,United States,Valerie Dominguez,20.0,1,2016-11-05,CA-2016-118444,33065.0,Belkin,"Belkin 325VA UPS Surge Protector, 6'",24.0,4,South,"Accessories, Appliances, Art",387.0,Consumer,2016-11-09,Standard Class,Florida,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,10.0,Office Supplies,Fayetteville,United States,Carlos Meador,20.0,1,2017-01-22,US-2017-135923,28314.0,Fellowes,Fellowes Mighty 8 Compact Surge Protector,6.0,4,South,"Accessories, Appliances, Art",65.0,Consumer,2017-01-28,Standard Class,North Carolina,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,16.0,Office Supplies,Jacksonville,United States,Julia West,20.0,1,2016-03-21,CA-2016-120621,28540.0,Honeywell,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,156.0,4,South,"Accessories, Appliances, Art",962.0,Consumer,2016-03-26,Standard Class,North Carolina,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,18.0,Office Supplies,Charlotte,United States,Joe Elijah,20.0,1,2017-09-02,CA-2017-106950,28205.0,Zebra,Zebra Zazzle Fluorescent Highlighters,3.0,4,South,"Accessories, Appliances, Art",19.0,Consumer,2017-09-06,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,38.0,Office Supplies,Jacksonville,United States,Nathan Cano,20.0,1,2017-10-14,CA-2017-156503,28540.0,Other,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",13.0,4,South,"Binders, Bookcases, Chairs and 3 more",35.0,Consumer,2017-10-20,Standard Class,North Carolina,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,36.0,Office Supplies,Nashville,United States,Maria Bertelson,20.0,1,2016-12-25,CA-2016-144288,37211.0,Avery,Avery 474,3.0,4,South,Labels,9.0,Consumer,2016-12-31,Standard Class,Tennessee,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,35.0,Office Supplies,Orlando,United States,Rick Hansen,20.0,1,2018-08-12,CA-2018-106537,32839.0,Xerox,Xerox 2000,7.0,4,South,Paper,21.0,Consumer,2018-08-17,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,West Palm Beach,United States,Evan Henry,20.0,1,2017-12-30,CA-2017-160486,33407.0,Other,Embossed Ink Jet Note Cards,25.0,4,South,Paper,72.0,Consumer,2018-01-04,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Fayetteville,United States,Matt Collins,20.0,1,2018-12-03,US-2018-149510,28314.0,REDIFORM,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",9.0,4,South,Paper,24.0,Consumer,2018-12-10,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Columbia,United States,Sean O'Donnell,20.0,1,2018-09-09,CA-2018-147228,38401.0,Xerox,Xerox 1888,62.0,4,South,Paper,178.0,Consumer,2018-09-14,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,31.0,Office Supplies,Johnson City,United States,Jamie Frazer,20.0,1,2015-11-15,CA-2015-116407,37604.0,Southworth,"Southworth 100% Résumé Paper, 24lb.",8.0,4,South,Paper,25.0,Consumer,2015-11-21,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,-20.0,Office Supplies,Nashville,United States,Barry Gonzalez,20.0,1,2016-09-20,CA-2016-141565,37211.0,Gould Plastics,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-59.0,4,South,Storage,294.0,Consumer,2016-09-24,Standard Class,Tennessee,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,6.0,Office Supplies,Hialeah,United States,Patrick O'Brill,20.0,1,2018-10-03,CA-2018-149853,33012.0,Hoover,Hoover Portapower Portable Vacuum,1.0,5,South,"Accessories, Appliances, Art",18.0,Consumer,2018-10-09,Standard Class,Florida,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,28.0,Office Supplies,Jackson,United States,Jack Lebron,20.0,1,2018-12-22,CA-2018-150910,38301.0,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",16.0,5,South,"Accessories, Appliances, Art",59.0,Consumer,2018-12-28,Standard Class,Tennessee,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,9.0,Office Supplies,Asheville,United States,Doug Bickford,20.0,1,2018-11-27,CA-2018-132185,28806.0,Other,Pencil and Crayon Sharpener,1.0,5,South,"Accessories, Appliances, Art",9.0,Consumer,2018-12-02,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,18.0,Office Supplies,Asheville,United States,Speros Goranitis,20.0,1,2018-09-13,CA-2018-139493,28806.0,Other,Fluorescent Highlighters by Dixon,3.0,5,South,"Accessories, Appliances, Art",16.0,Consumer,2018-09-19,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,11.0,Office Supplies,Wilmington,United States,Sandra Flanagan,20.0,1,2016-11-25,US-2016-164357,28403.0,Newell,Newell 349,1.0,5,South,"Accessories, Appliances, Art",13.0,Consumer,2016-11-29,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,10.0,Office Supplies,Knoxville,United States,Liz Preis,20.0,1,2018-09-05,CA-2018-102736,37918.0,Other,Model L Table or Wall-Mount Pencil Sharpener,7.0,5,South,"Accessories, Appliances, Art",72.0,Consumer,2018-09-09,Standard Class,Tennessee,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,33.0,Office Supplies,Memphis,United States,Dan Campbell,20.0,1,2018-08-13,CA-2018-128363,38109.0,Other,Colored Envelopes,5.0,5,South,"Binders, Bookcases, Chairs and 3 more",15.0,Consumer,2018-08-18,Standard Class,Tennessee,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,38.0,Office Supplies,Memphis,United States,Dan Campbell,20.0,1,2018-08-13,CA-2018-128363,38109.0,Other,Staples,9.0,5,South,"Binders, Bookcases, Chairs and 3 more",24.0,Consumer,2018-08-18,Standard Class,Tennessee,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,38.0,Office Supplies,Knoxville,United States,Gary McGarr,20.0,1,2015-03-21,US-2015-155544,37918.0,Avery,Avery 505,22.0,5,South,Labels,59.0,Consumer,2015-03-25,Standard Class,Tennessee,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,35.0,Office Supplies,Jacksonville,United States,Emily Phan,20.0,1,2017-12-31,US-2017-165953,32216.0,Things To Do,Things To Do Today Pad,8.0,5,South,Paper,23.0,Consumer,2018-01-06,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Tallahassee,United States,Larry Blacks,20.0,1,2018-11-12,CA-2018-154088,32303.0,Xerox,Xerox 1968,9.0,5,South,Paper,27.0,Consumer,2018-11-17,Standard Class,Florida,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Columbia,United States,Tony Sayre,20.0,1,2015-12-20,CA-2015-134551,38401.0,Other,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),9.0,5,South,Paper,26.0,Consumer,2015-12-25,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Lebanon,United States,Alan Barnes,20.0,1,2018-09-15,CA-2018-145737,37087.0,Xerox,Xerox 1893,59.0,5,South,Paper,164.0,Consumer,2018-09-20,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,-18.0,Office Supplies,Charlotte,United States,Doug Bickford,20.0,1,2017-10-08,CA-2017-135636,28205.0,Fellowes,Fellowes Econo/Stor Drawers,-68.0,5,South,Storage,388.0,Consumer,2017-10-13,Standard Class,North Carolina,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,4.0,Office Supplies,Charlotte,United States,Ritsa Hightower,20.0,1,2017-07-29,CA-2017-164574,28205.0,Fellowes,Fellowes High-Stak Drawer Files,26.0,5,South,Storage,705.0,Consumer,2017-08-03,Standard Class,North Carolina,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,-23.0,Office Supplies,Memphis,United States,Jas O'Carroll,20.0,1,2018-09-29,CA-2018-118402,38109.0,Carina,Carina Media Storage Towers in Natural & Black,-55.0,5,South,Storage,244.0,Consumer,2018-10-04,Standard Class,Tennessee,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,16.0,Office Supplies,Clarksville,United States,Kelly Williams,20.0,1,2015-09-30,CA-2015-140886,37042.0,Holmes,Holmes Odor Grabber,11.0,6,South,"Accessories, Appliances, Art",69.0,Consumer,2015-10-04,Standard Class,Tennessee,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
CEF,34.0,Office Supplies,Memphis,United States,Marc Crier,20.0,1,2016-11-22,CA-2016-168459,38109.0,Other,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",19.0,6,South,"Binders, Bookcases, Chairs and 3 more",55.0,Consumer,2016-11-27,Standard Class,Tennessee,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,-19.0,Office Supplies,Jacksonville,United States,John Dryer,20.0,1,2016-10-10,CA-2016-134719,32216.0,Tennsco,Tennsco Single-Tier Lockers,-338.0,6,South,Storage,1802.0,Consumer,2016-10-15,Standard Class,Florida,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,11.0,Office Supplies,Charlotte,United States,John Lee,20.0,1,2015-09-19,CA-2015-127299,28205.0,Other,Project Tote Personal File,8.0,6,South,Storage,67.0,Consumer,2015-09-24,Standard Class,North Carolina,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,8.0,Office Supplies,Lebanon,United States,Allen Armold,20.0,1,2016-11-13,CA-2016-114503,37087.0,Other,Portfile Personal File Boxes,6.0,6,South,Storage,85.0,Consumer,2016-11-17,Standard Class,Tennessee,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,8.0,Office Supplies,Pembroke Pines,United States,Nick Radford,20.0,1,2018-06-03,CA-2018-140872,33024.0,Eureka,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",2.0,7,South,"Accessories, Appliances, Art",24.0,Consumer,2018-06-10,Standard Class,Florida,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,9.0,Office Supplies,Columbia,United States,Tony Sayre,20.0,1,2015-12-20,CA-2015-134551,38401.0,Hoover,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,4.0,7,South,"Accessories, Appliances, Art",44.0,Consumer,2015-12-25,Standard Class,Tennessee,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,11.0,Office Supplies,Memphis,United States,Dan Campbell,20.0,1,2018-08-13,CA-2018-128363,38109.0,Belkin,Belkin Premiere Surge Master II 8-outlet surge protector,31.0,7,South,"Accessories, Appliances, Art",272.0,Consumer,2018-08-18,Standard Class,Tennessee,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,9.0,Office Supplies,Hendersonville,United States,Darren Koutras,20.0,1,2018-12-23,CA-2018-140627,37075.0,Other,Pencil and Crayon Sharpener,1.0,7,South,"Accessories, Appliances, Art",12.0,Consumer,2018-12-27,Standard Class,Tennessee,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,13.0,Office Supplies,Jackson,United States,Jack Lebron,20.0,1,2018-12-22,CA-2018-150910,38301.0,Newell,Newell 325,3.0,7,South,"Accessories, Appliances, Art",23.0,Consumer,2018-12-28,Standard Class,Tennessee,Less Profit,Profits,Profits,Art,Art,Rest,Art
Rest,35.0,Office Supplies,Charlotte,United States,Clytie Kelty,20.0,1,2018-11-17,CA-2018-100902,28205.0,Xerox,Xerox 1938,94.0,7,South,Paper,268.0,Consumer,2018-11-21,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Johnson City,United States,Brosina Hoffman,20.0,1,2018-01-14,CA-2018-127306,37604.0,Xerox,Xerox 1931,13.0,7,South,Paper,36.0,Consumer,2018-01-18,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,33.0,Office Supplies,Nashville,United States,Pete Kriz,20.0,1,2017-04-16,CA-2017-166282,37211.0,Standard,Standard Line “While You Were Out” Hardbound Telephone Message Book,40.0,7,South,Paper,123.0,Consumer,2017-04-22,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,11.0,Office Supplies,Thomasville,United States,Cindy Stewart,20.0,1,2017-11-13,CA-2017-121958,27360.0,Acme,Acme Forged Steel Scissors with Black Enamel Handles,6.0,7,South,Supplies,52.0,Consumer,2017-11-17,Standard Class,North Carolina,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
A&B,20.0,Office Supplies,Miami,United States,Sonia Cooley,20.0,1,2016-10-09,CA-2016-162761,33178.0,Avery,Avery Hi-Liter Smear-Safe Highlighters,7.0,8,South,"Accessories, Appliances, Art",37.0,Consumer,2016-10-13,Standard Class,Florida,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,11.0,Office Supplies,Burlington,United States,Henry MacAllister,20.0,1,2018-04-11,CA-2018-130904,27217.0,Newell,Newell 321,2.0,8,South,"Accessories, Appliances, Art",21.0,Consumer,2018-04-16,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
Rest,11.0,Office Supplies,Bartlett,United States,Amy Hunt,20.0,1,2016-01-17,CA-2016-151547,38134.0,Acme,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",10.0,8,South,Supplies,89.0,Consumer,2016-01-23,Standard Class,Tennessee,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
A&B,11.0,Office Supplies,Charlotte,United States,Joe Elijah,20.0,1,2017-09-02,CA-2017-106950,28205.0,Belkin,Belkin F9M820V08 8 Outlet Surge,35.0,9,South,"Accessories, Appliances, Art",309.0,Consumer,2017-09-06,Standard Class,North Carolina,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
Rest,34.0,Office Supplies,Nashville,United States,Annie Thurman,20.0,1,2015-11-03,CA-2015-146731,37211.0,Xerox,Xerox 1884,49.0,9,South,Paper,144.0,Consumer,2015-11-08,Standard Class,Tennessee,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,33.0,Office Supplies,Jacksonville,United States,Julia West,20.0,1,2016-03-21,CA-2016-120621,28540.0,Xerox,Xerox 1883,96.0,14,South,Paper,295.0,Consumer,2016-03-26,Standard Class,North Carolina,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,-67.0,Office Supplies,Jacksonville,United States,Stewart Visinsky,70.0,1,2015-06-06,CA-2015-169257,32216.0,Other,Presstex Flexible Ring Binders,-1.0,1,South,"Binders, Bookcases, Chairs and 3 more",1.0,Consumer,2015-06-12,Standard Class,Florida,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-70.0,Office Supplies,Miami,United States,Dan Lawera,70.0,1,2018-09-21,US-2018-146878,33142.0,Avery,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-9.0,1,South,"Binders, Bookcases, Chairs and 3 more",12.0,Consumer,2018-09-27,Standard Class,Florida,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-70.0,Office Supplies,Jacksonville,United States,Gary Hwang,70.0,1,2016-12-11,US-2016-120572,32216.0,Acco,Acco D-Ring Binder w/DublLock,-9.0,2,South,"Binders, Bookcases, Chairs and 3 more",13.0,Consumer,2016-12-15,Standard Class,Florida,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-77.0,Office Supplies,Miami,United States,Sonia Cooley,70.0,1,2016-10-09,CA-2016-162761,33178.0,Other,Clear Mylar Reinforcing Strips,-9.0,2,South,"Binders, Bookcases, Chairs and 3 more",11.0,Consumer,2016-10-13,Standard Class,Florida,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-70.0,Office Supplies,Miami,United States,Sonia Cooley,70.0,1,2016-10-09,CA-2016-162761,33178.0,Other,Zipper Ring Binder Pockets,-1.0,2,South,"Binders, Bookcases, Chairs and 3 more",2.0,Consumer,2016-10-13,Standard Class,Florida,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-73.0,Office Supplies,Orlando,United States,Dave Kipp,70.0,1,2018-11-03,CA-2018-100622,32839.0,Avery,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-3.0,2,South,"Binders, Bookcases, Chairs and 3 more",4.0,Consumer,2018-11-07,Standard Class,Florida,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
